customer_id,order_date,order_qty,order_price
35,7/11/97,2,31.14
35,6/14/98,1,59.49
36,1/2/97,1,14.96
37,1/2/97,3,34.97
38,1/2/97,3,47
38,1/17/97,1,13.97
39,1/2/97,1,15.36
39,10/9/97,1,16.99
40,1/2/97,1,14.99
41,1/3/97,1,11.77
42,1/3/97,1,11.97
43,1/3/97,4,45.67
44,1/3/97,4,49.67
45,1/3/97,1,8.97
45,6/23/97,1,14.96
46,1/3/97,3,40.7
46,1/14/97,1,14.96
46,1/21/97,2,43.13
46,1/27/97,1,14.96
46,2/4/97,2,39.33
46,4/11/97,2,29.92
46,6/27/97,2,37.93
46,7/10/97,2,26.73
46,7/14/97,2,29.58
46,7/29/97,1,14.96
46,7/31/97,1,21.97
46,8/28/97,2,29.73
46,8/28/97,2,27.74
46,9/1/97,2,23.54
46,10/13/97,2,32.48
46,10/28/97,2,24.48
46,12/14/97,3,35.97
46,1/10/98,2,26.48
46,2/13/98,2,28.98
46,3/1/98,2,30.98
46,3/5/98,2,32.47
46,3/25/98,2,25.98
46,4/15/98,1,11.88
46,5/31/98,1,12.99
47,1/3/97,1,14.37
48,1/3/97,1,12.49
49,1/3/97,1,17.9
49,1/14/97,1,14.37
50,1/3/97,3,27.92
51,1/3/97,3,55.1
51,4/11/98,6,93.81
51,4/11/98,2,20.98
52,1/3/97,1,24.99
53,1/3/97,1,12.97
53,4/10/98,2,34.41
54,1/3/97,2,28.74
55,1/3/97,1,52.99
56,1/3/97,1,14.37
56,7/6/97,1,13.97
56,8/23/97,4,42.08
57,1/3/97,1,11.77
57,2/2/97,1,15.36
57,4/20/98,2,26.3
58,1/4/97,1,14.96
59,1/4/97,3,44.71
59,9/30/97,1,6.49
59,11/24/97,1,12.99
59,3/19/98,1,36.99
60,1/4/97,8,121.34
61,1/4/97,4,56.27
61,1/20/97,4,62.9
61,1/20/97,1,15.36
61,2/24/97,3,63.95
61,2/24/97,1,24.99
61,3/3/97,1,15.36
61,7/29/97,1,31.03
61,12/17/97,2,29.48
61,12/18/97,1,28.49
61,12/22/97,3,66.97
62,1/4/97,10,186.67
63,1/4/97,2,27.34
63,4/27/97,3,43.13
63,3/30/98,2,28.97
64,1/4/97,1,13.97
65,1/4/97,3,35.31
66,1/4/97,2,21.98
67,1/4/97,4,59.08
67,1/26/97,10,144.08
67,6/1/97,8,122.88
67,11/12/97,8,140.42
68,1/4/97,2,24.94
69,1/4/97,1,16.99
70,1/4/97,2,36.94
70,1/11/97,1,11.77
70,6/2/97,5,71.02
70,7/28/97,3,45.09
70,4/18/98,7,106.03
71,1/4/97,2,145.47
72,1/4/97,1,12.77
73,1/4/97,4,51.87
73,2/14/97,5,69.23
73,12/7/97,1,15.49
74,1/4/97,1,14.99
75,1/4/97,6,53.46
75,2/9/97,2,20.77
76,1/4/97,8,117.1
77,1/4/97,1,18.36
78,1/5/97,1,14.96
79,1/5/97,1,13.97
79,3/7/97,1,13.77
79,3/22/97,1,14.37
79,5/3/97,3,32.51
80,1/5/97,5,96.36
81,1/5/97,2,33.96
82,1/5/97,5,66.84
82,2/26/97,3,42.09
83,1/5/97,2,21.76
84,1/5/97,1,14.96
85,1/5/97,1,14.99
86,1/5/97,1,14.96
86,2/3/97,2,24.74
86,2/5/97,1,8
86,2/25/97,1,13.97
86,2/27/97,1,27.77
86,3/18/97,3,45.28
86,6/24/97,4,58.68
86,7/9/97,1,14.96
86,12/30/97,1,17.49
86,2/27/98,1,18.49
86,3/23/98,1,10.49
86,6/17/98,3,46.47
87,1/5/97,1,0
88,1/5/97,1,16.3
88,1/5/97,1,13.99
88,2/14/97,2,14.96
88,3/5/97,2,11.58
88,3/26/97,1,6.79
88,4/13/97,1,6.79
88,7/24/97,1,12.25
88,8/4/97,2,20.74
88,8/24/97,1,11.77
88,8/24/97,1,12.25
88,9/3/97,1,14.96
88,9/9/97,1,12.99
88,9/10/97,1,11.49
88,10/7/97,1,5.49
88,11/18/97,1,4.49
88,11/18/97,1,5.49
88,3/1/98,1,5.49
88,3/6/98,1,2.99
89,1/5/97,5,71.63
90,1/5/97,1,37.97
91,1/5/97,6,79.94
91,8/26/97,1,14.99
92,1/5/97,4,47.28
92,1/11/97,4,60.84
92,1/14/97,2,19.94
92,1/22/97,2,24.74
92,2/10/97,2,23.54
92,5/18/97,6,99.19
92,9/24/97,3,76.97
92,4/18/98,5,62.79
93,1/5/97,1,34.9
94,1/5/97,3,43.09
95,1/5/97,3,31.51
96,1/5/97,3,56.51
97,1/5/97,2,36.36
98,1/5/97,1,11.77
98,6/22/97,2,25.74
98,8/16/97,3,41.1
98,12/21/97,1,14.99
98,1/28/98,3,38.97
99,1/5/97,1,6.79
99,1/15/97,1,4.79
99,8/24/97,2,24.5
99,9/11/97,4,35.96
99,9/25/97,2,17.48
99,1/17/98,3,32.47
99,3/26/98,3,58.97
99,5/5/98,3,21.09
100,1/5/97,1,16.99
100,6/21/97,2,26.22
101,1/6/97,5,62.45
101,2/13/97,1,12.49
101,5/5/97,1,6.79
101,5/26/97,1,6.79
101,8/13/97,3,37.31
101,9/16/97,2,23.98
101,11/17/97,2,15.48
101,11/20/97,1,14.49
101,12/10/97,1,14.99
101,6/3/98,2,24.48
102,1/6/97,1,19.99
103,1/6/97,4,34.74
104,1/6/97,1,22.7
105,1/6/97,6,79.21
105,6/24/97,7,92.8
106,1/6/97,3,52.3
106,2/18/97,3,52.3
107,1/6/97,6,125.82
108,1/6/97,2,32.98
109,1/6/97,2,27.13
109,1/8/97,3,39.09
110,1/6/97,3,42.49
110,11/8/97,2,29.48
111,1/6/97,1,9.97
111,1/8/97,1,12.97
111,6/4/98,1,12.58
112,1/6/97,7,156
113,1/6/97,1,11.77
114,1/6/97,1,14.37
114,6/24/97,1,24.99
115,1/6/97,2,29.33
116,1/6/97,1,8.77
116,2/12/97,3,28.31
116,1/2/98,4,58.46
116,5/26/98,3,14.47
117,1/6/97,1,8.77
118,1/6/97,1,11.77
119,1/6/97,1,9.98
120,1/6/97,1,19.77
121,1/6/97,1,15.96
121,1/27/97,1,13.77
122,1/6/97,11,163.52
123,1/6/97,1,24.99
124,1/6/97,1,14.96
125,1/6/97,1,10.99
125,2/25/97,3,36.71
125,2/13/98,1,7.49
126,1/7/97,2,34.98
127,1/7/97,3,28.37
128,1/7/97,1,10.77
129,1/7/97,1,6.79
129,1/9/97,2,9.58
129,1/24/97,2,19.16
129,2/13/97,1,13.97
129,3/1/97,1,11.77
130,1/7/97,1,12.77
130,3/15/97,1,14.37
130,6/19/97,2,28.74
130,7/8/97,1,14.96
131,1/7/97,4,49.87
131,11/10/97,6,66.94
132,1/7/97,1,27.99
132,6/24/97,4,71.66
133,1/7/97,1,13.7
133,4/9/97,1,11.77
133,7/25/97,1,15.96
133,1/21/98,1,9.49
133,3/5/98,1,11.49
133,3/25/98,1,12.99
133,6/3/98,1,12.58
133,6/9/98,1,9.99
134,1/7/97,1,8.77
134,5/25/98,1,15.99
135,1/7/97,2,35.36
135,6/20/97,2,19.54
135,12/8/97,4,44.96
135,2/11/98,3,32.74
136,1/7/97,2,44.98
136,2/5/97,2,19.96
136,2/28/97,1,26.99
137,1/7/97,1,12.97
138,1/7/97,1,14.99
138,2/23/97,2,29.98
138,5/5/97,5,73.62
138,11/27/97,8,106.42
138,3/19/98,3,30.4
138,3/21/98,1,9.49
138,5/5/98,7,97.95
139,1/7/97,1,11.77
139,1/22/97,2,29.33
140,1/7/97,1,11.77
140,4/27/97,2,23.54
141,1/7/97,7,79.99
142,1/7/97,2,59.98
142,1/8/97,2,27.14
142,1/9/97,4,51.66
142,2/6/97,1,12.97
142,2/7/97,2,26.14
142,2/24/97,3,59.97
142,1/8/98,1,13.99
142,2/4/98,2,22.98
143,1/7/97,2,26.73
143,1/24/97,1,14.96
143,7/26/97,1,15.36
144,1/7/97,1,174.99
144,1/21/97,2,45.35
144,2/21/97,1,17.9
144,2/28/97,1,15.7
144,5/13/97,2,26.73
144,7/29/97,1,31.03
144,8/14/97,1,17.95
144,9/3/97,1,5.78
144,10/20/97,1,29.99
144,10/21/97,1,11.49
144,11/12/97,1,25.49
144,2/12/98,1,14.49
144,6/9/98,1,29.99
145,1/7/97,1,14.96
145,1/22/97,1,14.96
145,9/14/97,1,22.99
146,1/7/97,5,70.42
147,1/7/97,1,13.97
147,2/7/97,1,14.39
147,5/15/97,2,41.95
147,7/5/97,2,43.57
147,7/31/97,1,9.77
147,7/31/97,1,9.77
147,12/11/97,1,14.99
148,1/7/97,1,9.98
148,1/17/97,3,44.32
148,1/27/97,1,39.47
148,3/5/97,2,73.98
148,3/19/97,1,7.98
148,3/24/97,1,12.77
148,4/10/97,1,29.95
148,8/5/97,3,30.54
148,8/19/97,1,12.25
148,8/19/97,1,17.7
148,8/25/97,3,17.37
148,8/26/97,2,26.73
148,9/11/97,1,12.99
148,9/17/97,8,43.92
148,9/29/97,1,11.49
148,10/6/97,2,24.48
148,10/28/97,1,20.99
148,12/9/97,2,27.98
148,3/10/98,1,11.19
148,3/10/98,2,25.98
148,3/13/98,2,33.98
149,1/7/97,1,13.97
149,12/9/97,2,25.98
149,1/30/98,2,28.48
149,2/20/98,3,35.47
149,4/19/98,1,21.22
149,4/19/98,1,12.99
149,4/28/98,1,15.99
150,1/7/97,4,46.48
150,1/22/97,3,35.31
150,2/3/97,2,26.14
150,7/31/97,2,28.93
150,8/26/97,2,23.74
150,11/14/97,2,22.48
150,11/24/97,1,12.99
151,1/7/97,1,11.77
151,2/23/97,4,59.84
151,7/14/97,1,14.79
151,9/8/97,1,10.77
151,9/11/97,1,14.37
152,1/7/97,1,30.97
153,1/7/97,1,11.77
154,1/7/97,1,15.36
154,1/27/97,1,16.7
155,1/7/97,1,0
156,1/7/97,1,11.77
156,2/21/97,2,34.32
157,1/7/97,1,11.99
157,1/10/97,1,9.97
157,1/14/97,1,13.97
157,1/19/97,3,46.08
157,1/22/97,1,5.99
157,1/29/97,2,27.94
157,2/3/97,2,23.98
157,2/15/97,4,55.47
157,3/14/97,1,14.99
157,3/20/97,1,14.96
157,4/2/97,1,14.96
157,4/4/97,5,72.44
157,4/8/97,2,27.94
157,4/18/97,1,14.96
157,4/18/97,1,11.97
157,4/20/97,1,14.96
157,5/4/97,1,12.77
157,5/8/97,1,14.96
157,5/15/97,1,12.77
157,6/2/97,3,41.69
157,6/27/97,2,29.92
157,7/6/97,1,15.36
157,7/22/97,1,15.96
157,7/31/97,1,14.96
157,8/3/97,1,14.96
157,8/20/97,2,29.92
157,9/6/97,1,15.36
157,9/11/97,3,39.97
157,9/16/97,2,25.98
157,9/27/97,4,57.96
157,9/28/97,4,48.46
157,10/7/97,1,12.49
157,10/25/97,2,25.98
157,10/25/97,1,13.99
157,11/2/97,1,12.99
157,11/23/97,1,13.99
157,11/25/97,2,29.98
157,11/25/97,1,7.49
157,12/17/97,1,12.99
157,12/18/97,2,25.98
157,12/24/97,1,12.99
157,1/2/98,1,12.99
157,1/27/98,1,14.99
157,3/10/98,2,42.98
157,4/12/98,1,11.88
157,5/17/98,3,60.45
157,6/11/98,4,37.96
158,1/8/97,1,14.37
159,1/8/97,2,30.36
159,1/9/97,4,59.06
159,1/28/97,3,50.97
159,6/30/97,2,29.73
160,1/8/97,2,31.54
161,1/8/97,4,63.93
161,6/9/98,1,14.49
162,1/8/97,2,26.14
162,1/22/97,3,46.28
163,1/8/97,1,73.3
164,1/8/97,1,17.7
164,1/25/97,10,139.7
164,3/25/97,6,78.22
164,4/14/97,4,52.68
164,6/24/97,3,40.7
164,7/14/97,5,69.63
164,7/15/97,2,26.74
164,7/22/97,4,57.45
164,8/25/97,6,72.82
164,9/4/97,4,49.48
164,9/24/97,3,36.97
164,10/22/97,5,72.95
164,1/6/98,2,24.48
164,1/7/98,4,107.96
164,2/5/98,2,29.06
164,3/24/98,1,8.49
164,4/6/98,2,26.48
165,1/8/97,2,24.98
165,1/8/97,2,28.74
166,1/8/97,3,49.08
166,1/29/98,4,51.96
167,1/8/97,1,12.49
167,2/5/97,4,49.96
167,3/10/97,2,13.58
167,3/15/97,1,12.79
167,4/16/97,2,24.98
167,5/14/97,7,100.93
167,5/15/97,3,32.3
167,5/16/97,2,11.58
167,5/19/97,2,20.76
167,5/20/97,3,28.81
167,6/6/97,1,5.78
167,6/24/97,1,12.25
167,7/23/97,1,4.99
167,7/24/97,1,12.25
167,10/14/97,4,49.96
167,10/20/97,1,11.49
167,10/24/97,2,24.98
167,11/7/97,4,35.96
167,11/18/97,1,12.49
167,11/20/97,3,47.97
167,12/1/97,2,16.98
167,1/2/98,2,53.48
167,1/6/98,4,63.96
167,1/11/98,5,105.95
167,1/27/98,5,66.95
167,2/9/98,2,24.98
167,2/18/98,1,11.02
167,3/20/98,1,5.99
167,3/28/98,3,40.97
167,5/13/98,3,41.97
168,1/8/97,1,14.37
169,1/8/97,2,25.77
170,1/8/97,1,18.99
170,9/27/97,1,14.49
170,11/29/97,1,13.99
170,4/11/98,1,14.49
171,1/8/97,1,64.99
172,1/8/97,1,51.37
173,1/8/97,8,93.57
174,1/8/97,1,18.36
175,1/8/97,1,6.79
176,1/9/97,10,166.3
177,1/9/97,1,12.49
178,1/9/97,5,63.29
178,1/17/97,6,70.62
178,3/28/97,2,38.93
178,5/19/97,3,41.31
178,6/29/97,1,11.77
178,8/10/97,1,17.7
178,8/27/97,2,30.72
178,11/12/97,3,45.47
178,11/27/97,2,25.98
178,1/13/98,2,25.98
178,1/16/98,2,25.98
178,2/21/98,2,23.98
178,2/28/98,2,25.98
178,3/13/98,2,25.98
178,5/7/98,1,15.49
179,1/9/97,4,47.08
179,2/3/97,3,29.97
179,2/9/97,4,68.45
179,3/2/97,2,55.96
179,3/24/97,5,62.93
179,4/16/97,3,40.7
179,6/21/97,3,47.28
179,7/13/97,2,31.76
179,9/19/97,4,56.96
179,11/23/97,1,9.99
179,11/23/97,2,98.98
179,11/30/97,1,39.49
179,12/27/97,3,38.97
179,1/19/98,5,70.47
179,2/22/98,4,56.05
179,4/7/98,3,43.36
179,4/8/98,1,21.99
180,1/9/97,1,17.96
181,1/9/97,1,15.76
182,1/9/97,1,12.97
183,1/9/97,1,15.36
183,2/13/97,1,15.76
183,11/14/97,2,20.98
183,4/21/98,2,16.98
183,5/8/98,1,14.99
184,1/9/97,1,8.77
185,1/9/97,3,27.55
185,1/11/97,2,27.94
185,1/18/97,2,29.78
185,2/23/97,1,14.96
185,9/19/97,3,62.97
185,11/5/97,2,10.98
185,6/12/98,1,20.99
186,1/9/97,1,14.96
187,1/9/97,1,13.97
187,2/7/97,1,13.77
187,3/5/97,1,9.97
187,2/20/98,1,12.49
188,1/9/97,1,3.99
188,3/20/97,2,23.76
188,4/1/97,3,44.69
188,6/6/97,3,45.51
188,12/23/97,3,41.47
189,1/9/97,4,51.86
189,2/5/97,1,11.77
189,2/17/97,2,29.13
189,2/20/97,3,44.49
190,1/9/97,1,28.99
191,1/9/97,2,27.94
192,1/9/97,2,30.54
193,1/9/97,3,52.63
194,1/9/97,1,16.99
195,1/9/97,1,14.3
195,2/10/97,1,22.97
195,5/9/97,2,16.56
195,5/27/97,2,48.94
195,6/11/97,1,39.51
195,6/16/97,1,10.77
195,7/17/97,1,33.86
196,1/9/97,3,36.75
197,1/9/97,2,29.36
197,1/20/97,2,27.13
198,1/9/97,3,46.68
198,11/2/97,1,29.49
199,1/9/97,1,27.77
200,1/10/97,3,47.73
200,2/1/97,1,23.99
200,4/20/97,3,58.97
200,1/10/98,1,11.49
201,1/10/97,2,21.54
202,1/10/97,1,12.49
202,2/4/97,2,25.26
202,2/28/97,1,12.49
203,1/10/97,1,16.7
203,7/1/97,1,15.96
203,8/15/97,1,27.77
204,1/10/97,2,28.35
205,1/10/97,1,10.77
206,1/10/97,4,56.87
206,5/16/97,1,14.96
207,1/10/97,1,12.99
208,1/10/97,4,82.96
208,1/12/97,2,34.27
209,1/10/97,1,14.37
210,1/10/97,3,59.97
211,1/10/97,3,35.31
211,2/11/97,3,61.11
211,2/23/97,5,141.6
211,3/14/97,3,37.51
211,3/22/97,6,80.21
211,4/11/97,5,68.05
211,5/2/97,5,62.25
211,5/15/97,4,51.94
211,11/13/97,5,92.95
211,11/25/97,2,24.48
211,12/3/97,1,21.49
211,12/30/97,2,30.98
211,3/23/98,2,41.48
211,6/27/98,3,61.47
212,1/10/97,1,31.98
213,1/10/97,1,13.97
213,6/14/98,6,81.44
214,1/10/97,1,14.96
215,1/10/97,1,19.99
215,7/27/97,1,14.96
215,8/1/97,1,13.97
215,12/8/97,2,24.48
216,1/10/97,1,14.96
216,3/28/98,2,24.98
217,1/10/97,1,13.97
217,1/28/97,2,25.74
217,2/26/97,3,37.9
217,6/14/97,3,44.29
217,6/29/97,3,41.1
217,4/18/98,2,25.98
218,1/11/97,5,63.25
218,2/21/98,5,70.38
219,1/11/97,3,41.75
219,4/25/97,1,14.99
220,1/11/97,1,21.99
220,7/22/97,2,21.74
221,1/11/97,1,21.77
222,1/11/97,1,11.77
223,1/11/97,5,69.29
224,1/11/97,1,11.77
225,1/11/97,2,24.54
226,1/11/97,1,11.77
226,2/8/97,1,15.7
226,4/1/97,1,24.99
227,1/11/97,1,0
228,1/11/97,1,22.97
228,1/25/97,1,13.97
229,1/11/97,2,22.74
229,1/24/97,1,9.77
230,1/11/97,1,12.49
230,8/27/97,5,50.52
230,8/30/97,1,6.78
230,5/28/98,1,23.99
231,1/11/97,4,58.28
231,11/19/97,1,22.49
231,5/12/98,5,72.04
232,1/11/97,1,17.36
232,6/1/97,2,29.73
232,6/18/97,2,26.14
232,9/24/97,1,10.99
232,11/20/97,1,76.99
232,5/16/98,2,18.64
232,5/31/98,2,26.57
232,6/22/98,3,38.47
233,1/11/97,2,29.92
234,1/11/97,3,35.31
235,1/11/97,1,11.77
236,1/11/97,1,5.78
237,1/11/97,1,15.96
238,1/11/97,1,16.7
239,1/11/97,1,14.37
240,1/11/97,5,58.85
241,1/11/97,1,22.7
241,10/7/97,1,11.99
241,10/16/97,1,14.49
241,11/20/97,1,19.99
241,12/5/97,1,21.49
241,2/11/98,2,24.98
242,1/11/97,1,14.37
242,3/1/97,1,14.96
242,3/13/97,1,13.97
242,7/11/97,3,37.51
242,8/19/97,2,29.92
242,3/21/98,1,27.99
243,1/12/97,7,94.4
243,3/11/97,4,55.28
243,2/10/98,7,95.43
243,3/7/98,12,187.68
243,3/10/98,2,27.98
243,3/22/98,4,50.35
244,1/12/97,1,15.96
244,1/20/97,3,45.88
244,1/20/97,6,192.9
244,2/3/97,7,164.93
244,2/9/97,4,142.96
244,2/14/97,6,308.22
244,2/17/97,8,119.43
245,1/12/97,1,10.77
246,1/12/97,5,78.2
247,1/12/97,2,29.58
247,2/8/97,3,40.9
247,6/29/97,2,31.32
248,1/12/97,1,19.99
249,1/12/97,2,26.73
249,1/25/97,2,30.32
250,1/12/97,2,31.78
250,5/19/97,2,27.73
250,6/4/97,2,26.14
250,10/8/97,2,27.98
251,1/12/97,1,14.96
252,1/12/97,2,27.13
253,1/12/97,1,13.97
253,8/24/97,1,16.36
253,4/6/98,1,12.99
254,1/12/97,1,4.99
255,1/12/97,4,59.85
255,1/15/97,1,11.77
255,11/3/97,3,38.47
255,11/12/97,13,195.37
256,1/12/97,1,11.77
257,1/12/97,2,23.54
257,3/17/97,1,37.3
257,3/23/97,1,14.37
257,4/4/97,4,53.48
257,4/23/97,1,14.37
257,5/5/97,3,41.1
257,1/24/98,2,24.48
258,1/12/97,2,59.54
259,1/12/97,1,16.7
260,1/12/97,3,46.47
260,2/22/97,3,38.77
261,1/12/97,1,12.49
261,6/2/97,3,62.97
261,7/31/97,3,42.9
262,1/12/97,2,26.14
263,1/12/97,2,28.74
263,9/27/97,5,64.45
263,2/25/98,4,93.46
264,1/12/97,5,47.48
265,1/12/97,12,166.75
266,1/12/97,1,11.77
266,1/13/97,1,11.77
267,1/12/97,1,9.98
267,9/1/97,1,9.77
267,9/1/97,1,14.96
267,9/18/97,1,17.99
267,3/22/98,2,29.48
268,1/12/97,3,44.88
268,2/21/97,6,90.83
269,1/13/97,2,26.73
270,1/13/97,5,99.83
270,1/27/97,3,79.72
271,1/13/97,3,43.53
272,1/13/97,1,26.99
272,2/9/97,3,41.82
272,10/21/97,1,12.49
273,1/13/97,1,14.37
274,1/13/97,1,15.9
274,3/30/97,1,14.9
274,6/12/97,1,14.99
274,7/2/97,2,31.6
275,1/13/97,2,21.54
275,9/8/97,2,25.74
275,10/16/97,2,31.98
275,11/5/97,3,29.47
275,11/21/97,1,7.49
276,1/13/97,2,23.49
276,1/18/97,1,11.77
276,1/25/97,1,5.78
276,3/15/97,3,50.71
276,3/21/97,1,9.77
276,3/29/97,1,13.97
276,4/1/97,1,14.37
276,5/18/97,1,13.77
276,6/17/97,2,24.02
276,6/21/97,1,6.79
276,7/16/97,1,13.97
276,7/30/97,1,11.77
276,7/30/97,1,12.25
276,8/12/97,1,12.77
276,8/12/97,1,14.79
276,8/16/97,1,11.77
276,1/14/98,1,5.99
277,1/13/97,1,31.97
278,1/13/97,1,15.36
279,1/13/97,1,14.79
280,1/13/97,1,18.36
281,1/13/97,1,14.37
282,1/13/97,4,59.66
282,5/22/97,10,151.98
282,5/28/97,4,48.28
282,5/29/97,5,62.04
283,1/13/97,1,17.76
283,2/9/97,2,28.73
283,8/20/97,1,15.76
283,8/31/97,1,14.37
284,1/13/97,3,33.38
284,2/3/97,2,36.67
285,1/13/97,3,40.11
286,1/13/97,1,0
287,1/13/97,2,179.98
287,3/5/97,2,30.33
287,8/19/97,1,19.55
287,8/22/97,2,52.03
287,10/15/97,1,17.49
287,10/19/97,1,8.99
287,10/19/97,1,19.49
287,1/15/98,1,12.49
287,2/24/98,2,36.48
287,3/27/98,2,38.98
288,1/13/97,2,30.72
289,1/13/97,1,44.3
289,1/17/97,1,36.99
289,3/13/97,1,15.99
289,9/23/97,2,59.98
289,9/24/97,1,11.99
289,9/24/97,1,12.99
289,9/25/97,2,46.98
289,10/27/97,1,13.99
289,10/27/97,1,13.99
289,11/24/97,2,24.98
289,1/6/98,1,11.99
289,3/4/98,1,22.49
289,3/4/98,2,25.16
289,3/9/98,1,22.49
289,3/25/98,1,12.99
290,1/13/97,2,26.94
291,1/13/97,5,69.22
291,2/10/97,4,58.68
291,9/18/97,5,71.45
292,1/13/97,1,15.36
292,1/16/97,2,20.75
293,1/13/97,2,29.73
294,1/13/97,1,15.36
294,1/18/97,1,18.99
294,10/23/97,2,44.48
294,3/1/98,2,42.48
294,3/1/98,1,59.49
295,1/13/97,1,20.99
296,1/13/97,1,12.77
297,1/14/97,3,35.31
297,5/1/97,6,76.41
297,12/13/97,22,282.78
297,12/13/97,6,76.94
298,1/14/97,5,53.25
298,1/22/97,1,12.97
298,11/29/97,9,61.41
298,1/9/98,4,35.96
298,2/22/98,6,32.94
299,1/14/97,2,19.28
300,1/14/97,8,126.9
301,1/14/97,2,38.13
302,1/14/97,3,69.97
302,2/22/97,1,12.77
302,6/24/97,2,26.49
302,9/12/97,1,20.99
303,1/14/97,1,5.99
303,9/25/97,2,31.48
304,1/14/97,1,15.36
304,5/19/97,3,69.84
304,6/13/98,2,23.76
305,1/14/97,1,23.99
306,1/14/97,1,14.37
306,2/7/97,1,14.37
306,3/21/98,1,11.49
307,1/14/97,1,13.97
308,1/14/97,1,15.36
309,1/14/97,1,11.77
310,1/14/97,6,84.94
310,1/31/97,1,14.99
310,2/2/97,5,74.95
310,2/12/97,4,59.96
310,2/13/97,2,29.98
310,2/13/97,1,15.36
311,1/14/97,1,14.37
312,1/14/97,4,57.1
312,5/17/97,2,28.73
312,9/13/97,2,22.48
312,11/9/97,7,51.43
312,2/15/98,4,42.46
312,5/11/98,6,64.44
313,1/14/97,3,51.15
314,1/14/97,3,48.51
314,1/15/97,1,50.97
314,6/26/97,6,92.17
314,7/27/97,12,137.05
314,3/9/98,18,222.3
315,1/14/97,1,14.7
316,1/14/97,2,28.74
317,1/14/97,2,29.58
317,6/2/97,2,29.75
317,10/7/97,1,12.99
318,1/14/97,4,52.27
319,1/14/97,1,12.49
319,5/10/97,2,48.94
319,11/30/97,3,42.97
319,12/8/97,1,12.49
320,1/14/97,1,15.36
320,6/30/98,1,11.88
321,1/14/97,1,10.77
321,4/21/97,4,53.27
321,8/26/97,5,68.22
321,5/9/98,1,12.58
322,1/15/97,3,57.51
323,1/15/97,2,53.54
323,3/18/97,1,41.77
324,1/15/97,1,6.79
324,1/16/97,1,7.98
324,1/21/97,1,10.77
324,2/3/97,2,28.93
324,1/18/98,4,53.96
324,3/4/98,5,55.45
324,3/25/98,2,25.98
324,4/7/98,1,12.99
324,4/7/98,2,25.48
324,4/12/98,3,50.25
324,4/28/98,1,56.99
324,6/21/98,2,30.98
325,1/15/97,1,12.49
325,1/29/97,3,36.28
325,1/30/97,3,35.55
325,2/10/97,2,30.32
325,2/10/97,6,50.14
325,2/13/97,2,28.74
325,2/22/97,5,40.05
